GENE OR COMPLEX	ENZYME LOCATION	REACTION	SUBSTRATES	PRODUCTS	FWD_RATE	RVS_RATE
CPLX0-7810	cytosol	PROTOHEMEFERROCHELAT-RXN	PROTOHEME,PROTON	PROTOPORPHYRIN_IX,FE+2	1.0	1.0
CPLX0-7811	membrane	PROTOPORGENOXI-RXN	PROTOPORPHYRINOGEN,OXYGEN-MOLECULE	PROTOPORPHYRIN_IX,HYDROGEN-PEROXIDE	1.0	0.0
CPLX0-7811	membrane	RXN0-6259	Menaquinols,PROTOPORPHYRIN_IX	Menaquinones,PROTOPORPHYRINOGEN	0.0	1.0
CPLX0-7838	cytosol	RXN0-279	3-SULFINOALANINE,WATER	PROTON,L-ALPHA-ALANINE,SO3	1.0	0.0
CPLX0-7844	cytosol	RXN0-5040	WATER,CPD0-889	P-AMINO-BENZOATE,GLT	1.0	0.0
CPLX0-7870	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-7888	cytosol	ALANINE-AMINOTRANSFERASE-RXN	2-KETOGLUTARATE,L-ALPHA-ALANINE	GLT,PYRUVATE	1.0	1.0
CPLX0-7917	cytosol	RXN0-6256	CPD0-1885,GLUTATHIONE	2-MERCAPTOETHANOL,OXIDIZED-GLUTATHIONE	1.0	0.0
CPLX0-7939	cytosol	NQOR-RXN	ETR-Quinones,NADH-P-OR-NOP,PROTON	ETR-Quinols,NAD-P-OR-NOP	1.0	0.0
CPLX0-7939	inner membrane	NQOR-RXN	ETR-Quinones,NADH-P-OR-NOP,PROTON	ETR-Quinols,NAD-P-OR-NOP	1.0	0.0
CPLX0-7958	cytosol	RXN-17954	CPD0-2518,ATP	CPD-19235,ADENINE	1.0	0.0
CPLX0-7958	cytosol	RXN-17954	CPD0-2518,ATP	CPD-19235,ADENINE	1.0	0.0
CPLX0-7958	cytosol	RXN-17954	CPD0-2518,ATP	CPD-19235,ADENINE	1.0	0.0
CPLX0-7958	cytosol	RXN-17954	CPD0-2518,ATP	CPD-19235,ADENINE	1.0	0.0
CPLX0-7958	cytosol	RXN0-6732	CPD0-1068,ATP	CPD0-2479,ADENINE	1.0	0.0
CPLX0-7958	cytosol	RXN0-6732	CPD0-1068,ATP	CPD0-2479,ADENINE	1.0	0.0
CPLX0-7958	cytosol	RXN0-6732	CPD0-1068,ATP	CPD0-2479,ADENINE	1.0	0.0
CPLX0-7958	cytosol	RXN0-6732	CPD0-1068,ATP	CPD0-2479,ADENINE	1.0	0.0
CPLX0-7975	inner membrane	2.7.7.1-RXN	PROTON,NICOTINAMIDE_NUCLEOTIDE,ATP	NAD,PPI	1.0	0.0
CPLX0-7975	inner membrane	RIBOSYLNICOTINAMIDE-KINASE-RXN	NICOTINAMIDE_RIBOSE,ATP	PROTON,NICOTINAMIDE_NUCLEOTIDE,ADP	1.0	0.0
CPLX0-8011	cell wall	GLCNACPTRANS-RXN	CPD-9646,UDP-N-ACETYL-D-GLUCOSAMINE	ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE,UMP	1.0	0.0
CPLX0-8015	cytosol	ALCOHOL-DEHYDROG-RXN	ETOH,NAD	ACETALD,NADH,PROTON	1.0	1.0
CPLX0-8015	cytosol	ALCOHOL-DEHYDROG-GENERIC-RXN	Primary-Alcohols,NAD	Aldehydes,NADH,PROTON	1.0	1.0
CPLX0-8034	cytosol	DTDPGLUCOSEPP-RXN	PROTON,GLC-1-P,TTP	DTDP-D-GLUCOSE,PPI	1.0	0.0
CPLX0-8090	inner membrane	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
CPLX0-8092	cytosol	LCYSDESULF-RXN	CYS,WATER	PYRUVATE,AMMONIUM,HS	1.0	0.0
CPLX0-8092	cytosol	ALARACECAT-RXN	L-ALPHA-ALANINE	D-ALANINE	1.0	1.0
CPLX0-8111	cytosol	RXN-11135	ATP,WATER,Supercoiled-Duplex-DNAs	ADP,Pi,PROTON,Single-Stranded-DNAs	1.0	0.0
CPLX0-8122	cytosol	RXN-6622	CYS-GLY,WATER	CYS,GLY	1.0	0.0
CPLX0-8125	inner membrane	CELLULOSE-SYNTHASE-UDP-FORMING-RXN	CPD-12575,CELLULOSE	CELLULOSE,UDP	1.0	0.0
CPLX0-8157	cytosol	1.11.1.15-RXN	Red-Thioredoxin,Alkyl-Hydro-Peroxides	Ox-Thioredoxin,WATER,Alcohols	1.0	0.0
CPLX0-8160	inner membrane	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	Ubiquinones,SUC	Ubiquinols,FUM	1.0	0.0
CPLX0-8160	inner membrane	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	Ubiquinones,SUC	Ubiquinols,FUM	1.0	0.0
CPLX0-8160	inner membrane	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	Ubiquinones,SUC	Ubiquinols,FUM	1.0	0.0
CPLX0-8182	cytosol	RXN-14570	CPD-15435,tRNA-adenine-37	N6-L-threonylcarbamoyladenine37-tRNAs,AMP,PROTON	1.0	0.0
CPLX0-8182	cytosol	RXN-14570	CPD-15435,tRNA-adenine-37	N6-L-threonylcarbamoyladenine37-tRNAs,AMP,PROTON	1.0	0.0
CPLX0-8183	inner membrane	RXN0-3182	General-Protein-Substrates,WATER	Peptides-holder,PROTON	1.0	0.0
CPLX0-8187	inner membrane	RXN0-3182	General-Protein-Substrates,WATER	Peptides-holder,PROTON	1.0	0.0
CPLX0-8187	periplasmic space	RXN0-3182	General-Protein-Substrates,WATER	Peptides-holder,PROTON	1.0	0.0
CPLX0-8191	membrane	DISULFOXRED-RXN	Oxidized-Disulfide-Carrier-Proteins,Protein-Red-Disulfides	Reduced-Disulfide-Carrier-Proteins,Protein-Ox-Disulfides	1.0	0.0
CPLX0-8199	inner membrane	RXN0-4181	C-DI-GMP,WATER	PROTON,L-DI-GMP	1.0	0.0
CPLX0-8200	inner membrane	RXN0-4181	C-DI-GMP,WATER	PROTON,L-DI-GMP	1.0	0.0
CPLX0-8202	cytosol	ALARACECAT-RXN	L-ALPHA-ALANINE	D-ALANINE	1.0	1.0
CPLX0-8213	periplasmic space	RXN-17663	ETR-Quinones,Protein-L-methionine,WATER	ETR-Quinols,Protein-L-methionine-R-S-oxides	0.0	1.0
CPLX0-8213	periplasmic space	RXN-17652	ETR-Quinones,Protein-L-methionine,WATER	ETR-Quinols,Protein-L-methionine-S-S-oxides	0.0	1.0
CPLX0-8218	inner membrane	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
CPLX0-8218	cytosol	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
CPLX0-8219	inner membrane	THIOSULFATE-SULFURTRANSFERASE-RXN	S2O3,HCN	HSCN,SO3,PROTON	1.0	0.0
CPLX0-8228	cytosol	RXN0-5509	mRNAs,WATER	mRNA-Fragments	1.0	0.0
CPLX0-8232	cytosol	RXN-18258	GAMMA-BUTYROBETAINE,OXYGEN-MOLECULE,NADH-P-OR-NOP,PROTON	SUCC-S-ALD,TRIMETHYLAMINE,NAD-P-OR-NOP,WATER	1.0	0.0
CPLX0-8232	cytosol	RXN-18376	CHOLINE,OXYGEN-MOLECULE,NADH-P-OR-NOP,PROTON	GLYCOLALDEHYDE,TRIMETHYLAMINE,NAD-P-OR-NOP,WATER	1.0	0.0
CPLX0-8232	cytosol	RXN-5921	CARNITINE,OXYGEN-MOLECULE,NADH-P-OR-NOP,PROTON	CPD-16618,TRIMETHYLAMINE,NAD-P-OR-NOP,WATER	1.0	0.0
CPLX0-8238	inner membrane	RXN-18604	Menaquinols,an-oxidized-NrfB-protein	Menaquinones,a-reduced-NrfB-protein,PROTON	1.0	0.0
CPLX0-8249	cytosol	5-OXOPROLINASE-ATP-HYDROLYSING-RXN	5-OXOPROLINE,WATER,ATP	PROTON,GLT,Pi,ADP	1.0	0.0
CPLX0-8249	cytosol	5-OXOPROLINASE-ATP-HYDROLYSING-RXN	5-OXOPROLINE,WATER,ATP	PROTON,GLT,Pi,ADP	1.0	0.0
CPLX0-8252	periplasmic space	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-8252	inner membrane	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-8252	inner membrane	BETA-LACTAMASE-RXN	WATER,Beta-Lactams	CPD-8550,PROTON	1.0	0.0
CPLX0-8252	inner membrane	3.4.17.8-RXN	C1,WATER	UDP-MURNAC-TETRAPEPTIDE,D-ALANINE	1.0	0.0
CPLX0-8252	inner membrane	RXN-19249	CPD0-1965,WATER	CPD-20746,D-ALANINE,PROTON	1.0	1.0
CPLX0-8252	inner membrane	RXN-19253	CPD-15384,WATER	CPD-20750,D-ALANINE	1.0	1.0
CPLX0-8254	periplasmic space	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-8254	inner membrane	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-8254	periplasmic space	RXN-19249	CPD0-1965,WATER	CPD-20746,D-ALANINE,PROTON	1.0	1.0
CPLX0-8254	inner membrane	RXN-19249	CPD0-1965,WATER	CPD-20746,D-ALANINE,PROTON	1.0	1.0
CPLX0-8254	periplasmic space	3.4.17.8-RXN	C1,WATER	UDP-MURNAC-TETRAPEPTIDE,D-ALANINE	1.0	0.0
CPLX0-8254	inner membrane	3.4.17.8-RXN	C1,WATER	UDP-MURNAC-TETRAPEPTIDE,D-ALANINE	1.0	0.0
CPLX0-8254	inner membrane	RXN-19256	CPD-20756,WATER	CPD-20757,D-ALANINE	1.0	1.0
CPLX0-8262	cytosol	AMP-NUCLEOSID-RXN	WATER,AMP	CPD-15317,ADENINE	1.0	0.0
CPLX0-8270	cytosol	2.7.13.1-RXN	ATP,Protein-Histidines	Protein-pi-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8270	inner membrane	2.7.13.1-RXN	ATP,Protein-Histidines	Protein-pi-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8270	cytosol	RXN0-7299	CPLX0-7748,WATER	CPXR-MONOMER,Pi,PROTON	1.0	0.0
CPLX0-8270	inner membrane	RXN0-7299	CPLX0-7748,WATER	CPXR-MONOMER,Pi,PROTON	1.0	0.0
CPLX0-8275	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8275	periplasmic space	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8275	cytosol	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8280	cytosol	URIDINE-NUCLEOSIDASE-RXN	URIDINE,WATER	D-Ribofuranose,URACIL	1.0	0.0
CPLX0-8280	cytosol	RXN0-361	CYTIDINE,WATER	D-Ribofuranose,CYTOSINE	1.0	0.0
CPLX0-8288	inner membrane	2.7.13.1-RXN	ATP,Protein-Histidines	Protein-pi-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8288	cytosol	2.7.13.1-RXN	ATP,Protein-Histidines	Protein-pi-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8288	periplasmic space	2.7.13.1-RXN	ATP,Protein-Histidines	Protein-pi-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8302	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8307	periplasmic space	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8307	cytosol	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8307	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8314	inner membrane (sensu Actinobacteria)	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CPLX0-8535	inner membrane	RXN0-5359	GTP	C-DI-GMP,PPI	1.0	0.0
CPLX0-8539	cytosol	RXN-21204	CPD-22802,WATER	CPD-22805,Peptides-holder	1.0	0.0
CPLX0-8545	periplasmic space	RXN0-3461	CPD0-1181,WATER	CPD0-1183,CPD0-1182	1.0	0.0
CPLX0-8545	inner membrane	RXN0-3461	CPD0-1181,WATER	CPD0-1183,CPD0-1182	1.0	0.0
CPLX0-8545	periplasmic space	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-8545	inner membrane	RXN-16649	CPD-17927,WATER	CPD-17926,D-ALANINE	1.0	0.0
CPLX0-861	cytosol	RXN-17632	Protein-Lysine-Aminocarbinol,WATER	Protein-L-lysine,D-LACTATE	1.0	0.0
CREC-CPLX	inner membrane	2.7.13.3-RXN	Protein-Histidines,ATP	Protein-phospho-L-histidines,ADP,PROTON	1.0	0.0
CROBETREDUCT-MONOMER	cytosol	CROBETREDUCT-RXN	GAMMA-BUTYROBETAINYL-COA,ETF-Oxidized,PROTON	CROTONOBETAINYL-COA,ETF-Reduced	0.0	1.0
CYSTATHIONINE-BETA-LYASE-CPLX	cytosol	CYSTATHIONINE-BETA-LYASE-RXN	L-CYSTATHIONINE,WATER	AMMONIUM,PYRUVATE,HOMO-CYS	1.0	0.0
CYSTATHIONINE-BETA-LYASE-CPLX	cytosol	LCYSDESULF-RXN	CYS,WATER	PYRUVATE,AMMONIUM,HS	1.0	0.0
CYSTATHIONINE-BETA-LYASE-CPLX	cytosol	ALARACECAT-RXN	L-ALPHA-ALANINE	D-ALANINE	1.0	1.0
CYT-D-UBIOX-CPLX	inner membrane	RXN0-5266	OXYGEN-MOLECULE,PROTON,Ubiquinols	WATER,Ubiquinones,PROTON	1.0	0.0
CYT-D-UBIOX-CPLX	inner membrane	RXN0-5266	OXYGEN-MOLECULE,PROTON,Ubiquinols	WATER,Ubiquinones,PROTON	1.0	0.0
CYT-D-UBIOX-CPLX	inner membrane	RXN0-5266	OXYGEN-MOLECULE,PROTON,Ubiquinols	WATER,Ubiquinones,PROTON	1.0	0.0
CYT-D-UBIOX-CPLX	inner membrane	RXN0-5266	OXYGEN-MOLECULE,PROTON,Ubiquinols	WATER,Ubiquinones,PROTON	1.0	0.0
CYT-D-UBIOX-CPLX	inner membrane	RXN-19778	Ubiquinols,HYDROGEN-PEROXIDE	Ubiquinones,WATER	1.0	0.0
CYT-D-UBIOX-CPLX	inner membrane	RXN-19778	Ubiquinols,HYDROGEN-PEROXIDE	Ubiquinones,WATER	1.0	0.0
CYT-D-UBIOX-CPLX	inner membrane	RXN-19778	Ubiquinols,HYDROGEN-PEROXIDE	Ubiquinones,WATER	1.0	0.0
CYT-D-UBIOX-CPLX	inner membrane	RXN-19777	CPD-7249,HYDROGEN-PEROXIDE	CPD-7248,WATER	1.0	1.0
CYT-D-UBIOX-CPLX	inner membrane	RXN-19777	CPD-7249,HYDROGEN-PEROXIDE	CPD-7248,WATER	1.0	1.0
CYT-D-UBIOX-CPLX	inner membrane	RXN-19777	CPD-7249,HYDROGEN-PEROXIDE	CPD-7248,WATER	1.0	1.0
DALADALALIGB-CPLX	cytosol	DALADALALIG-RXN	D-ALANINE,ATP	PROTON,D-ALA-D-ALA,Pi,ADP	1.0	0.0
DALADEHYDROG-CPLX	inner membrane	RXN-11193	WATER,D-Amino-Acids,ETR-Quinones	AMMONIUM,2-Oxo-carboxylates,ETR-Quinols	1.0	0.0
DALADEHYDROG-CPLX	inner membrane	DALADEHYDROG-RXN	ETR-Quinones,WATER,D-ALANINE	ETR-Quinols,AMMONIUM,PYRUVATE	1.0	0.0
DHHB-METHYLTRANSFER-MONOMER	inner membrane	DHHB-METHYLTRANSFER-RXN	S-ADENOSYLMETHIONINE,OCTAPRENYL-METHYL-OH-METHOXY-BENZQ	PROTON,CPD-9956,ADENOSYL-HOMO-CYS	1.0	0.0
DHHB-METHYLTRANSFER-MONOMER	inner membrane	2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	S-ADENOSYLMETHIONINE,2-OCTAPRENYL-6-HYDROXYPHENOL	PROTON,2-OCTAPRENYL-6-METHOXYPHENOL,ADENOSYL-HOMO-CYS	1.0	0.0
DIHYDROOROTOX-MONOMER	inner membrane	DIHYDROOROTATE-DEHYDROGENASE-RXN	ETR-Quinones,DI-H-OROTATE	ETR-Quinols,OROTATE	1.0	0.0
DIHYDROOROTOX-MONOMER	inner membrane	RXN0-6491	DI-H-OROTATE,Ubiquinones	OROTATE,Ubiquinols	1.0	0.0
DIHYDROOROTOX-MONOMER	inner membrane	RXN0-6554	DI-H-OROTATE,Menaquinones	OROTATE,Menaquinols	1.0	0.0
DIOHBUTANONEPSYN-CPLX	cytosol	DIOHBUTANONEPSYN-RXN	RIBULOSE-5P	PROTON,DIHYDROXY-BUTANONE-P,FORMATE	1.0	0.0
DSBG-CPLX	periplasmic space	5.3.4.1-RXN	Proteins-with-incorrect-disulfides	Proteins-with-correct-disulfides	1.0	0.0
DTDPGLUCDEHYDRAT2-MONOMER	cytosol	DTDPGLUCDEHYDRAT-RXN	DTDP-D-GLUCOSE	WATER,DTDP-DEOH-DEOXY-GLUCOSE	1.0	0.0
E3-CPLX	cytosol	1.8.1.4-RXN	Dihydro-Lipoyl-Proteins,NAD	Lipoyl-Protein-N6-lipoyllysine,NADH,PROTON	1.0	0.0
E3-CPLX	cytosol	RXN-8629	DIHYDROLIPOYL-GCVH,NAD	PROTEIN-LIPOYLLYSINE,NADH,PROTON	1.0	1.0
E3-CPLX	cytosol	RXN0-1132	Pyruvate-dehydrogenase-dihydrolipoate,NAD	Pyruvate-dehydrogenase-lipoate,NADH,PROTON	1.0	0.0
E3-CPLX	cytosol	RXN-7716	Oxo-glutarate-dehydrogenase-DH-lipoyl,NAD	Oxo-glutarate-dehydrogenase-lipoyl,NADH,PROTON	1.0	0.0
E3-CPLX	inner membrane	RXN-15119	CPD-4544,Donor-H2	CPD-16009,Acceptor	1.0	0.0
E3-CPLX	cytosol	RXN-15119	CPD-4544,Donor-H2	CPD-16009,Acceptor	1.0	0.0
EG10013-MONOMER	inner membrane	RXN0-3461	CPD0-1181,WATER	CPD0-1183,CPD0-1182	1.0	0.0
EG10021-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG10040-MONOMER	periplasmic space	BETA-LACTAMASE-RXN	WATER,Beta-Lactams	CPD-8550,PROTON	1.0	0.0
EG10085-MONOMER	cytosol	6-PHOSPHO-BETA-GLUCOSIDASE-RXN	CPD-15978,WATER	D-glucopyranose-6-phosphate,Glucopyranose	1.0	0.0
EG10108-MONOMER	cytosol	1.11.1.15-RXN	Red-Thioredoxin,Alkyl-Hydro-Peroxides	Ox-Thioredoxin,WATER,Alcohols	1.0	0.0
EG10114-MONOMER	cytosol	RXN0-5295	CPD-1162,WATER	GLC-6-P,HYDROQUINONE	1.0	0.0
EG10114-MONOMER	cytosol	6-PHOSPHO-BETA-GLUCOSIDASE-RXN	CPD-15978,WATER	D-glucopyranose-6-phosphate,Glucopyranose	1.0	0.0
EG10122-MONOMER	cytosol	CARBOXYLESTERASE-RXN	Carboxylic-esters,WATER	Alcohols,Carboxylates,PROTON	1.0	0.0
EG10124-MONOMER	cytosol	1.8.4.13-RXN	MET,Ox-Thioredoxin,WATER	CPD-8989,Red-Thioredoxin	0.0	1.0
EG10124-MONOMER	cytosol	RXN0-6277	CPD-722,Red-Thioredoxin	BIOTIN,Ox-Thioredoxin,WATER	1.0	0.0
EG10168-MONOMER	inner membrane	RXN-17363	Diacylglycerol-Prolipoproteins,Phosphoglycerides	a-mature-triacylated-lipoprotein,1-Lyso-phospholipids,PROTON	1.0	0.0
EG10168-MONOMER	inner membrane	RXN-19774	Diacylglycerol-Prolipoproteins,L-1-PHOSPHATIDYL-ETHANOLAMINE	a-mature-triacylated-lipoprotein,2-ACYL-GPE,PROTON	1.0	0.0
EG10210-MONOMER	cytosol	RXN-11109	Wound-RNA,ATP,WATER	Unwound-RNA,ADP,Pi,PROTON	1.0	0.0
EG10212-MONOMER	periplasmic space	3.4.15.5-RXN	Peptidyl-Dipeptidase-Dcp-Substrates,WATER	Peptides-holder,DIPEPTIDES	1.0	0.0
EG10238-MONOMER	cytosol	DNA-DIRECTED-DNA-POLYMERASE-RXN	Deoxy-Ribonucleoside-Triphosphates,DNA-N	PPI,DNA-N	1.0	0.0
EG10246-MONOMER	inner membrane	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
EG10246-MONOMER	inner membrane	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
EG10270-MONOMER	inner membrane	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG10270-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG10341-MONOMER	inner membrane	RXN-16659	CPD-17927,CPD-17931	CPD-17932,D-ALANINE	1.0	0.0
EG10437-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG10456-MONOMER	cytosol	R621-RXN	NADH-P-OR-NOP,NITRIC-OXIDE,OXYGEN-MOLECULE	NAD-P-OR-NOP,NITRATE,PROTON	1.0	0.0
EG10456-MONOMER	periplasmic space	1.5.1.34-RXN	5678-TETRAHYDROPTERIDINE,NAD-P-OR-NOP	67-DIHYDROPTERIDINE,NADH-P-OR-NOP,PROTON	0.0	1.0
EG10456-MONOMER	cytosol	1.5.1.34-RXN	5678-TETRAHYDROPTERIDINE,NAD-P-OR-NOP	67-DIHYDROPTERIDINE,NADH-P-OR-NOP,PROTON	0.0	1.0
EG10484-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG10529-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG10529-MONOMER	inner membrane	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG10606-MONOMER	periplasmic space	RXN-16659	CPD-17927,CPD-17931	CPD-17932,D-ALANINE	1.0	0.0
EG10606-MONOMER	inner membrane	RXN-16659	CPD-17927,CPD-17931	CPD-17932,D-ALANINE	1.0	0.0
EG10627-MONOMER	cytosol	RXN0-2661	DNA-With-GO-A-Mismatch,WATER	DNA-containing-aPurinic-Sites,ADENINE	1.0	0.0
EG10634-MONOMER	cytosol	5-NUCLEOTID-RXN	Ribonucleoside-Monophosphates,WATER	Ribonucleosides,Pi	1.0	0.0
EG10690-MONOMER	cytosol	POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	ATP,RNA-Holder	PPI,RNA-Holder	1.0	0.0
EG10696-MONOMER	inner membrane	RXN0-5195	General-Protein-Substrates,WATER	Peptides-holder,PROTON	1.0	0.0
EG10696-MONOMER	inner membrane	3.4.11.2-RXN	Peptide-with-N-terminal-Alanine,WATER	L-ALPHA-ALANINE,Peptide-Holder-Alternative	1.0	0.0
EG10696-MONOMER	cytosol	RXN-6622	CYS-GLY,WATER	CYS,GLY	1.0	0.0
EG10696-MONOMER	inner membrane	RXN-6622	CYS-GLY,WATER	CYS,GLY	1.0	0.0
EG10724-MONOMER	cytosol	RXN0-7160	Protein-L-lysine,ACETYL-COA	CPD3O-0,CO-A,PROTON	1.0	0.0
EG10739-MONOMER	inner membrane	RXN-19311	2-ACYL-GPE,WATER	Carboxylates,L-1-GLYCEROPHOSPHORYLETHANOL-AMINE,PROTON	1.0	0.0
EG10739-MONOMER	inner membrane	RXN-19312	2-LYSOPHOSPHATIDYLETHANOLAMINES,WATER	Carboxylates,L-1-GLYCEROPHOSPHORYLETHANOL-AMINE,PROTON	1.0	0.0
EG10746-MONOMER	cytosol	RXN0-4961	DNA-N,WATER	Deoxy-Ribonucleoside-Monophosphates	1.0	0.0
EG10746-MONOMER	cytosol	DNA-DIRECTED-DNA-POLYMERASE-RXN	Deoxy-Ribonucleoside-Triphosphates,DNA-N	PPI,DNA-N	1.0	0.0
EG10747-MONOMER	cytosol	RXN0-4961	DNA-N,WATER	Deoxy-Ribonucleoside-Monophosphates	1.0	0.0
EG10747-MONOMER	cytosol	DNA-DIRECTED-DNA-POLYMERASE-RXN	Deoxy-Ribonucleoside-Triphosphates,DNA-N	PPI,DNA-N	1.0	0.0
EG10757-MONOMER	periplasmic space	PEPTIDYLPROLYL-ISOMERASE-RXN	CPD-8624	CPD-8625	1.0	1.0
EG10758-MONOMER	cytosol	PEPTIDYLPROLYL-ISOMERASE-RXN	CPD-8624	CPD-8625	1.0	1.0
EG10760-MONOMER	inner membrane	3.4.21.102-RXN	WATER,General-Protein-Substrates	Peptides-holder,PROTON	1.0	0.0
EG10780-MONOMER	periplasmic space	THIOSULFATE-SULFURTRANSFERASE-RXN	S2O3,HCN	HSCN,SO3,PROTON	1.0	0.0
EG10786-MONOMER	cytosol	3.4.24.55-RXN	General-Protein-Substrates,WATER	Peptides-holder,PROTON	1.0	0.0
EG10824-MONOMER	cytosol	RXN-11135	ATP,WATER,Supercoiled-Duplex-DNAs	ADP,Pi,PROTON,Single-Stranded-DNAs	1.0	0.0
EG10826-MONOMER	cytosol	RXN0-4261	Supercoiled-Duplex-DNAs,ATP,WATER	ADP,Pi,Single-Stranded-DNAs	1.0	0.0
EG10827-MONOMER	unknown	RXN0-5039	Double-Stranded-DNAs,WATER	Single-Stranded-DNAs,5-Phosphomononucleotides	1.0	0.0
EG10830-MONOMER	cytosol	3.1.11.6-RXN	Single-Stranded-DNAs,WATER	Ribonucleoside-Monophosphates,SS-Oligodeoxyribonucleotides	1.0	0.0
EG10833-MONOMER	cytosol	RXN-11135	ATP,WATER,Supercoiled-Duplex-DNAs	ADP,Pi,PROTON,Single-Stranded-DNAs	1.0	0.0
EG10833-MONOMER	bacterial nucleoid	RXN-11135	ATP,WATER,Supercoiled-Duplex-DNAs	ADP,Pi,PROTON,Single-Stranded-DNAs	1.0	0.0
EG10850-MONOMER	cytosol	RXN0-7160	Protein-L-lysine,ACETYL-COA	CPD3O-0,CO-A,PROTON	1.0	0.0
EG10856-MONOMER	cytosol	RXN0-6527	ssRNAs,WATER	rRNA-fragments	1.0	0.0
EG10856-MONOMER	cytosol	RXN0-6526	23S-rRNAs,WATER	rRNA-fragments	1.0	0.0
EG10856-MONOMER	cytosol	3.1.27.6-RXN	mRNAs,WATER	mRNA-Fragments	1.0	0.0
EG10858-MONOMER	cytosol	RXN0-6484	CPD0-2353	tRNAs,Nucleoside-Monophosphates	1.0	0.0
EG10858-MONOMER	cytosol	RXN0-6483	CPD0-2352	CPD0-2354,Ribonucleoside-Monophosphates	1.0	0.0
EG10861-MONOMER	cytosol	3.1.26.4-RXN	RNA-DNA-hybrids,WATER	DNA-Holder,Nucleoside-Monophosphates	1.0	0.0
EG10942-MONOMER	cytosol	RXN0-5462	GTP,WATER	PROTON,GDP,Pi	1.0	0.0
EG10950-MONOMER	cell wall	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
EG10950-MONOMER	periplasmic space	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
EG10950-MONOMER	membrane	RXN-17391	CPD-17989	CPD-17989,CPD0-1080	1.0	0.0
EG10950-MONOMER	cell wall	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
EG10950-MONOMER	periplasmic space	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
EG10950-MONOMER	membrane	RXN-17392	CPD-18804	CPD-18805,CPD-17986	1.0	0.0
